original_text,translated_text,text_hash,translation_config
DeepSeek I 深度求素,DeepSeek I 深度求索,9bc1003a6e7c17217284103208fa6e04,deepseek|auto|zh-CN
×丨茴哗哩哗哩（° 也吽哩吽哩 “°)口干材×|充气城堡老板视角哗哩哗×|茴性转后的自己是你的理想×| ワつロ干ヤ 充気城惺老板祝角 吽哩 性轄后的自己是仰的理想 2026 OCR工具排行榜: 20260CR工具排行榜,×丨哔哩哔哩（° 也哔哩哔哩 “°)口干材×|充气城堡老板视角哔哩哔×|性转后的自己是你的理想×| ワつロ干ヤ 充气城堡老板视角 哔哩 性转后的自己是你的理想 2026 OCR工具排行榜: 2026 OCR工具排行榜,0fd68a8eec090cebf00a51118979c7f9,deepseek|auto|zh-CN
【声于/ASMR】）× [声フェチ/ASMR] メ GitHub GitHub,【声优/ASMR】）× [声フェチ/ASMR] メ GitHub GitHub,032505ad6d1f895a0b396bdf6a2adfa8,deepseek|auto|zh-CN
github.com -- ithub.con.,github.com -- github.com,ae6f560c01ec68772711e134007ebdf1,deepseek|auto|zh-CN
☆图,☆图,5e185dc0e5cd8b3fb4f9ea915a147cf7,deepseek|auto|zh-CN
所有书签 所有干笠,所有书签 所有书签,3cc46180ee02375a63b30415a5b3b116,deepseek|auto|zh-CN
Agent,Agent,7446050b848d839fe9847073ff94cfd6,deepseek|auto|zh-CN
) Create issue ... Create issue,) Create issue ... Create issue,47876a829e74461e2e9d6c1063fa93f0,deepseek|auto|zh-CN
Write code write code ℃Git - Git - Pull requests - I' Pull requests,Write code Write code ℃Git - Git - Pull requests - I' Pull requests,c8ac554223f3504f9bb52c49957bde8f,deepseek|auto|zh-CN
"OCT 28-29 ■ SAN FRANCISCO, CA SAN FRANCISCO, CA","OCT 28-29 ■ SAN FRANCISCO, CA SAN FRANCISCO, CA",57bab6d379d3f080393656286c4d2a59,deepseek|auto|zh-CN
Top repositories Top repositories,Top repositories Top repositories,7923b966d3adbff709d1d5b41e809d91,deepseek|auto|zh-CN
New new,New New,f91e6f14bc4c5e1d14527aff939ceb78,deepseek|auto|zh-CN
Feed Feed,Feed Feed,11427382c4f3dc8064babe306b1b76bd,deepseek|auto|zh-CN
Filter,Filter,d7778d0c64b6ba21494c97f77a66885a,deepseek|auto|zh-CN
Save $600 with Super Early Save S600 with Super Early,Save $600 with Super Early Save $600 with Super Early,85f78492e43af08ff52efdfe208dd8c4,deepseek|auto|zh-CN
Find a repository.. Find a repository.,Find a repository.. Find a repository.,1f0e5ac9a78cdba38cdde9503e8c6bc3,deepseek|auto|zh-CN
Bird passes through July 8. Bird passes through July 8.,Bird passes through July 8. Bird passes through July 8.,b922ee5d5239022f748f5e2529fc1fc6,deepseek|auto|zh-CN
Ilcde/ReMyCloud Ilccde/ReMyCloud,Ilcde/ReMyCloud Ilcde/ReMyCloud,8a4a457a3da10cb85721369b55abab70,deepseek|auto|zh-CN
tamlok starred a repository tamlok starred a repository,tamlok starred a repository tamlok starred a repository,a3b0d5512a4d09e78938d725ee6f5664,deepseek|auto|zh-CN
vnotex/vnote vnotex/vnote,vnotex/vnote vnotex/vnote,16c25a20962468f1598e0301bdc5661c,deepseek|auto|zh-CN
yesterday /esterday,yesterday yesterday,4c1950e4409d29ba4430069248003d27,deepseek|auto|zh-CN
Register now Register now,Register now Register now,f54a708796d55c3ed50f5c6136e74de2,deepseek|auto|zh-CN
Ilcde/AITranslate Ilccde/AITranslate,Ilcde/AITranslate Ilcde/AITranslate,ca4d6c37e96cc13dc8c79ad4fd281b91,deepseek|auto|zh-CN
github/copilot-cli 9 github/copilot-cli,github/copilot-cli 9 github/copilot-cli,9368601350bd004cab6388f63779871c,deepseek|auto|zh-CN
de1s,de1s,2d95e5029d74b9535e3b0048f0e713fb,deepseek|auto|zh-CN
Ilcde/CPHe Ilccde/CPHe,Ilcde/CPHe Ilcde/CPHe,a13d7fab1f903ebc3b6e11f0b6b84354,deepseek|auto|zh-CN
llcde/PageGen Ilccde/PageGen,Ilcde/PageGen Ilcde/PageGen,0f93a64d84f87cbf2dfa7b3fde5d1b87,deepseek|auto|zh-CN
GitHub Copilot CLl brings the power of Copilot coding agent directly to your terminal. GitHub Copilot CLI bri ngs the power of Copilot I coding agent directly to your terminal.,GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal. GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal.,2e16a9f81580144cf1a5eb0e3e4a27a7,deepseek|auto|zh-CN
Latest from our changelog Latest from our changelog,Latest from our changelog Latest from our changelog,99d0dc2d8b80881e42d8e84902ab777f,deepseek|auto|zh-CN
●Shell☆ 10.8k 含10.8k,●Shell☆ 10.8k 含10.8k,8bae2edc8596940044c43af895afeb28,deepseek|auto|zh-CN
llcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork,Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork,568b6665c6e10eecc7ee92d9207b5b24,deepseek|auto|zh-CN
5 hours ago 5 hours ago,5 hours ago 5 hours ago,6f6bd901d2629e123cc2d88ff6f53286,deepseek|auto|zh-CN
Ilcde/RMCVnote Ilccde/RMCVnote,Ilcde/RMCVnote Ilcde/RMCVnote,882ea10339bf16c366d150258901d1ad,deepseek|auto|zh-CN
GitHub Models is no longer available to GitHub Models i is no longer available to,GitHub Models is no longer available to GitHub Models is no longer available to,1b604981af74963ffc772c5ea062e00a,deepseek|auto|zh-CN
new customers new customers,new customers new customers,3e61e6ef716b4be21abb2bb57f28a701,deepseek|auto|zh-CN
Showmore Show more,Show more Show more,47253c9cc066e30f2ca95e392f136ffa,deepseek|auto|zh-CN
tamlok starred a repository tamlok starred a repository,tamlok starred a repository tamlok starred a repository,a3b0d5512a4d09e78938d725ee6f5664,deepseek|auto|zh-CN
9 hours ago 9 hours ago,9 hours ago 9 hours ago,d1a1838ec08335eac34d27219b856300,deepseek|auto|zh-CN
ast wee!,ast week!,97b02f4d527d6f0c41d22336fe90a577,deepseek|auto|zh-CN
GitHub Code Quality generally available GitHub Code Quality generally available,GitHub Code Quality generally available GitHub Code Quality generally available,c55aff1d493d06df6837abb35bb0321f,deepseek|auto|zh-CN
"July 20, 2026 July 20, 2026","July 20, 2026 July 20, 2026",c746788444b779b0decb361fa6bd860a,deepseek|auto|zh-CN
Kilo-Org/kilocode - Kilo-Org kilocode,Kilo-Org/kilocode - Kilo-Org/kilocode,263520a8c0eb878b8c9e9894de64667b,deepseek|auto|zh-CN
☆Stal Star,☆Star Star,160fdfcbbaf7a33718fc07dba1681d38,deepseek|auto|zh-CN
9 hours ago ９ hours ago,9 hours ago 9 hours ago,e8a96a549860fe07c584097cab49d0e5,deepseek|auto|zh-CN
"Kilo is the allin-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source Kilo is the all-in-one agentic engineering platform. Build, ship, r with the most popular open source","Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source",cfc6a41a7e074e1e83f075e5c231151c,deepseek|auto|zh-CN
Organization-level enablement for Organization-level enablement for,Organization-level enablement for Organization-level enablement for,dcbfe6b7dd29f34745cae438d8a37ba7,deepseek|auto|zh-CN
and iterate faster,and iterate faster,2df34d2b6914139cd73105fd9681af75,deepseek|auto|zh-CN
coding agent. coding agent.,coding agent. coding agent.,c965546db557f7b1632488733d8bc3e0,deepseek|auto|zh-CN
GitHub Code Quality GitHub Code Quality,GitHub Code Quality GitHub Code Quality,6f91803a573dca58c1dc12fe9d82cdeb,deepseek|auto|zh-CN
"●TypeScript TypeScript ☆20.2k 含20,2水",●TypeScript TypeScript ☆20.2k 含20.2k,d31382fd9d7baf953d08217fd3fd8932,deepseek|auto|zh-CN
Yesterday Yesterday,Yesterday Yesterday,a58fe43b29b7d98a725c89fed0f6b426,deepseek|auto|zh-CN
Copilot usage metrics now include more Copilot usage metrics now include more,Copilot usage metrics now include more Copilot usage metrics now include more,6b6a7cfbdb2d3d5cdd7ffae4674d075c,deepseek|auto|zh-CN
of your active users of your active users,of your active users of your active users,83da56eb700878b208798d3fe002749b,deepseek|auto|zh-CN
View changelog - View changelog -,View changelog - View changelog -,1a2f49d919d1864ff6abab32c11ffd9b,deepseek|auto|zh-CN
Trending repositories · See more へ Trending repositories See more,Trending repositories · See more Trending repositories See more,2f93b9f5e5da70e2337d8f3e7533ef54,deepseek|auto|zh-CN
DietrichGebert/ponytail DietrichGebert/ponytail,DietrichGebert/ponytail DietrichGebert/ponytail,fd5fce942d42be1c6ada34bb4ede8094,deepseek|auto|zh-CN
s☆ Star,☆ Star,462a6e1b0ca250d545dc19cad7dfc811,deepseek|auto|zh-CN
Makes your AI agent think like the laziest senior dev n the roon The best Code is the code you never wrote,Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.,67f08469d36bb02c634ee7a67e9e9a7c,deepseek|auto|zh-CN
"JavaScript ☆ 25.4k JavaScript 合25,4",JavaScript ☆ 25.4k JavaScript 含25.4k,f10a120e0a23ff7383687f91200962d9,deepseek|auto|zh-CN
omnigent-ai/omnigent Omnigent-ai/omnigent,omnigent-ai/omnigent Omnigent-ai/omnigent,b23ed87e851ca0c50f83416e1212fda6,deepseek|auto|zh-CN
de1s Star,de1s Star,d8e9814c66d076395d9a4fdf056d461c,deepseek|auto|zh-CN
"A meta-harness for all your Al agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents A meta-harness for all your AI I agents over Claude Code, Codex. , Pi, and the agents","A meta-harness for all your AI agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents A meta-harness for all your AI agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents",1753065ccd430eb9f6523f238596e123,deepseek|auto|zh-CN
"you write yourself: swap or combine harnesses without rewriting, keep them in che.. you write yourself. swap or combine harnesses without . rewriting. keep","you write yourself: swap or combine harnesses without rewriting, keep them in check. you write yourself: swap or combine harnesses without rewriting, keep them in check.",7ddc8ee1149d1ab8a723db6705032c34,deepseek|auto|zh-CN
"DeepSeek I 深度求素
×丨茴哗哩哗哩（° 也吽哩吽哩 “°)口干材×|充气城堡老板视角哗哩哗×|茴性转后的自己是你的理想×| ワつロ干ヤ 充気城惺老板祝角 吽哩 性轄后的自己是仰的理想 2026 OCR工具排行榜: 20260CR工具排行榜
【声于/ASMR】）× [声フェチ/ASMR] メ GitHub GitHub
github.com -- ithub.con.
☆图
所有书签 所有干笠
Agent
) Create issue ... Create issue
Write code write code ℃Git - Git - Pull requests - I' Pull requests
OCT 28-29 ■ SAN FRANCISCO, CA SAN FRANCISCO, CA
Top repositories Top repositories
New new
Feed Feed
Filter
Save $600 with Super Early Save S600 with Super Early
Find a repository.. Find a repository.
Bird passes through July 8. Bird passes through July 8.
Ilcde/ReMyCloud Ilccde/ReMyCloud
tamlok starred a repository tamlok starred a repository
vnotex/vnote vnotex/vnote
yesterday /esterday
Register now Register now
Ilcde/AITranslate Ilccde/AITranslate
github/copilot-cli 9 github/copilot-cli
de1s
Ilcde/CPHe Ilccde/CPHe
llcde/PageGen Ilccde/PageGen
GitHub Copilot CLl brings the power of Copilot coding agent directly to your terminal. GitHub Copilot CLI bri ngs the power of Copilot I coding agent directly to your terminal.
Latest from our changelog Latest from our changelog
●Shell☆ 10.8k 含10.8k
llcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork
5 hours ago 5 hours ago
Ilcde/RMCVnote Ilccde/RMCVnote
GitHub Models is no longer available to GitHub Models i is no longer available to
new customers new customers
Showmore Show more
tamlok starred a repository tamlok starred a repository
9 hours ago 9 hours ago
ast wee!
GitHub Code Quality generally available GitHub Code Quality generally available
July 20, 2026 July 20, 2026
Kilo-Org/kilocode - Kilo-Org kilocode
☆Stal Star
9 hours ago ９ hours ago
Kilo is the allin-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source Kilo is the all-in-one agentic engineering platform. Build, ship, r with the most popular open source
Organization-level enablement for Organization-level enablement for
and iterate faster
coding agent. coding agent.
GitHub Code Quality GitHub Code Quality
●TypeScript TypeScript ☆20.2k 含20,2水
Yesterday Yesterday
Copilot usage metrics now include more Copilot usage metrics now include more
of your active users of your active users
View changelog - View changelog -
Trending repositories · See more へ Trending repositories See more
DietrichGebert/ponytail DietrichGebert/ponytail
s☆ Star
Makes your AI agent think like the laziest senior dev n the roon The best Code is the code you never wrote
JavaScript ☆ 25.4k JavaScript 合25,4
omnigent-ai/omnigent Omnigent-ai/omnigent
de1s Star
A meta-harness for all your Al agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents A meta-harness for all your AI I agents over Claude Code, Codex. , Pi, and the agents
you write yourself: swap or combine harnesses without rewriting, keep them in che.. you write yourself. swap or combine harnesses without . rewriting. keep","DeepSeek I 深度求索
×丨哔哩哔哩（° 也哔哩哔哩 “°)口干材×|充气城堡老板视角哔哩哔×|性转后的自己是你的理想×| ワつロ干ヤ 充气城堡老板视角 哔哩 性转后的自己是你的理想 2026 OCR工具排行榜: 2026 OCR工具排行榜
【声优/ASMR】）× [声フェチ/ASMR] メ GitHub GitHub
github.com -- github.com
☆图
所有书签 所有书签
Agent
) Create issue ... Create issue
Write code Write code ℃Git - Git - Pull requests - I' Pull requests
OCT 28-29 ■ SAN FRANCISCO, CA SAN FRANCISCO, CA
Top repositories Top repositories
New New
Feed Feed
Filter
Save $600 with Super Early Save $600 with Super Early
Find a repository.. Find a repository.
Bird passes through July 8. Bird passes through July 8.
Ilcde/ReMyCloud Ilcde/ReMyCloud
tamlok starred a repository tamlok starred a repository
vnotex/vnote vnotex/vnote
yesterday yesterday
Register now Register now
Ilcde/AITranslate Ilcde/AITranslate
github/copilot-cli 9 github/copilot-cli
de1s
Ilcde/CPHe Ilcde/CPHe
Ilcde/PageGen Ilcde/PageGen
GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal. GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal.
Latest from our changelog Latest from our changelog
●Shell☆ 10.8k 含10.8k
Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork
5 hours ago 5 hours ago
Ilcde/RMCVnote Ilcde/RMCVnote
GitHub Models is no longer available to GitHub Models is no longer available to
new customers new customers
Show more Show more
tamlok starred a repository tamlok starred a repository
9 hours ago 9 hours ago
ast week!
GitHub Code Quality generally available GitHub Code Quality generally available
July 20, 2026 July 20, 2026
Kilo-Org/kilocode - Kilo-Org/kilocode
☆Star Star
9 hours ago 9 hours ago
Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source
Organization-level enablement for Organization-level enablement for
and iterate faster
coding agent. coding agent.
GitHub Code Quality GitHub Code Quality
●TypeScript TypeScript ☆20.2k 含20.2k
Yesterday Yesterday
Copilot usage metrics now include more Copilot usage metrics now include more
of your active users of your active users
View changelog - View changelog -
Trending repositories · See more Trending repositories See more
DietrichGebert/ponytail DietrichGebert/ponytail
☆ Star
Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.
JavaScript ☆ 25.4k JavaScript 含25.4k
omnigent-ai/omnigent Omnigent-ai/omnigent
de1s Star
A meta-harness for all your AI agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents A meta-harness for all your AI agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents
you write yourself: swap or combine harnesses without rewriting, keep them in check. you write yourself: swap or combine harnesses without rewriting, keep them in check.",14e51fc82fb90feb42fc06e49cb15f38,deepseek|auto|zh-CN
DeepSeek I 深度求素,DeepSeek I 深度求索,9bc1003a6e7c17217284103208fa6e04,deepseek|auto|zh-CN
×丨茴哗哩哗哩（° 也吽哩吽哩 “°)口干材×|充气城堡老板视角哗哩哗×|茴性转后的自己是你的理想×| ワつロ干ヤ 充気城惺老板祝角 吽哩 性轄后的自己是仰的理想 2026 OCR工具排行榜: 20260CR工具排行榜,×丨哔哩哔哩（° 也哔哩哔哩 “°)口干材×|充气城堡老板视角哔哩哔×|性转后的自己是你的理想×| ワつロ干ヤ 充气城堡老板视角 哔哩 性转后的自己是你的理想 2026 OCR工具排行榜: 2026 OCR工具排行榜,0fd68a8eec090cebf00a51118979c7f9,deepseek|auto|zh-CN
【声于/ASMR】）× [声フェチ/ASMR] メ GitHub GitHub,【声音/ASMR】）× [声フェチ/ASMR] メ GitHub GitHub,032505ad6d1f895a0b396bdf6a2adfa8,deepseek|auto|zh-CN
github.com -- ithub.con.,github.com -- github.com,ae6f560c01ec68772711e134007ebdf1,deepseek|auto|zh-CN
☆图,☆图,5e185dc0e5cd8b3fb4f9ea915a147cf7,deepseek|auto|zh-CN
所有书签 所有干笠,所有书签 所有书签,3cc46180ee02375a63b30415a5b3b116,deepseek|auto|zh-CN
Agent,Agent,7446050b848d839fe9847073ff94cfd6,deepseek|auto|zh-CN
) Create issue ... Create issue,) Create issue ... Create issue,47876a829e74461e2e9d6c1063fa93f0,deepseek|auto|zh-CN
Write code write code ℃Git - Git - Pull requests - I' Pull requests,Write code write code ℃Git - Git - Pull requests - I' Pull requests,c8ac554223f3504f9bb52c49957bde8f,deepseek|auto|zh-CN
"OCT 28-29 ■ SAN FRANCISCO, CA SAN FRANCISCO, CA","OCT 28-29 ■ SAN FRANCISCO, CA SAN FRANCISCO, CA",57bab6d379d3f080393656286c4d2a59,deepseek|auto|zh-CN
Top repositories Top repositories,Top repositories Top repositories,7923b966d3adbff709d1d5b41e809d91,deepseek|auto|zh-CN
New new,New new,f91e6f14bc4c5e1d14527aff939ceb78,deepseek|auto|zh-CN
Feed Feed,Feed Feed,11427382c4f3dc8064babe306b1b76bd,deepseek|auto|zh-CN
Filter,Filter,d7778d0c64b6ba21494c97f77a66885a,deepseek|auto|zh-CN
Save $600 with Super Early Save S600 with Super Early,Save $600 with Super Early Save $600 with Super Early,85f78492e43af08ff52efdfe208dd8c4,deepseek|auto|zh-CN
Find a repository.. Find a repository.,Find a repository.. Find a repository.,1f0e5ac9a78cdba38cdde9503e8c6bc3,deepseek|auto|zh-CN
Bird passes through July 8. Bird passes through July 8.,Bird passes through July 8. Bird passes through July 8.,b922ee5d5239022f748f5e2529fc1fc6,deepseek|auto|zh-CN
Ilcde/ReMyCloud Ilccde/ReMyCloud,Ilcde/ReMyCloud Ilcde/ReMyCloud,8a4a457a3da10cb85721369b55abab70,deepseek|auto|zh-CN
tamlok starred a repository tamlok starred a repository,tamlok starred a repository tamlok starred a repository,a3b0d5512a4d09e78938d725ee6f5664,deepseek|auto|zh-CN
vnotex/vnote vnotex/vnote,vnotex/vnote vnotex/vnote,16c25a20962468f1598e0301bdc5661c,deepseek|auto|zh-CN
yesterday /esterday,yesterday yesterday,4c1950e4409d29ba4430069248003d27,deepseek|auto|zh-CN
Register now Register now,Register now Register now,f54a708796d55c3ed50f5c6136e74de2,deepseek|auto|zh-CN
Ilcde/AITranslate Ilccde/AITranslate,Ilcde/AITranslate Ilcde/AITranslate,ca4d6c37e96cc13dc8c79ad4fd281b91,deepseek|auto|zh-CN
github/copilot-cli 9 github/copilot-cli,github/copilot-cli github/copilot-cli,9368601350bd004cab6388f63779871c,deepseek|auto|zh-CN
de1s,de1s,2d95e5029d74b9535e3b0048f0e713fb,deepseek|auto|zh-CN
Ilcde/CPHe Ilccde/CPHe,Ilcde/CPHe Ilcde/CPHe,a13d7fab1f903ebc3b6e11f0b6b84354,deepseek|auto|zh-CN
llcde/PageGen Ilccde/PageGen,Ilcde/PageGen Ilcde/PageGen,0f93a64d84f87cbf2dfa7b3fde5d1b87,deepseek|auto|zh-CN
GitHub Copilot CLl brings the power of Copilot coding agent directly to your terminal. GitHub Copilot CLI bri ngs the power of Copilot I coding agent directly to your terminal.,GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal. GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal.,2e16a9f81580144cf1a5eb0e3e4a27a7,deepseek|auto|zh-CN
Latest from our changelog Latest from our changelog,Latest from our changelog Latest from our changelog,99d0dc2d8b80881e42d8e84902ab777f,deepseek|auto|zh-CN
●Shell☆ 10.8k 含10.8k,●Shell☆ 10.8k 含10.8k,8bae2edc8596940044c43af895afeb28,deepseek|auto|zh-CN
llcde/sqlitebrowser_fork Ilccde/sqlitebrowser_fork,Ilcde/sqlitebrowser_fork Ilcde/sqlitebrowser_fork,568b6665c6e10eecc7ee92d9207b5b24,deepseek|auto|zh-CN
5 hours ago 5 hours ago,5 hours ago 5 hours ago,6f6bd901d2629e123cc2d88ff6f53286,deepseek|auto|zh-CN
Ilcde/RMCVnote Ilccde/RMCVnote,Ilcde/RMCVnote Ilcde/RMCVnote,882ea10339bf16c366d150258901d1ad,deepseek|auto|zh-CN
GitHub Models is no longer available to GitHub Models i is no longer available to,GitHub Models is no longer available to GitHub Models is no longer available to,1b604981af74963ffc772c5ea062e00a,deepseek|auto|zh-CN
new customers new customers,new customers new customers,3e61e6ef716b4be21abb2bb57f28a701,deepseek|auto|zh-CN
Showmore Show more,Show more Show more,47253c9cc066e30f2ca95e392f136ffa,deepseek|auto|zh-CN
tamlok starred a repository tamlok starred a repository,tamlok starred a repository tamlok starred a repository,a3b0d5512a4d09e78938d725ee6f5664,deepseek|auto|zh-CN
9 hours ago 9 hours ago,9 hours ago 9 hours ago,d1a1838ec08335eac34d27219b856300,deepseek|auto|zh-CN
ast wee!,ast week!,97b02f4d527d6f0c41d22336fe90a577,deepseek|auto|zh-CN
GitHub Code Quality generally available GitHub Code Quality generally available,GitHub Code Quality generally available GitHub Code Quality generally available,c55aff1d493d06df6837abb35bb0321f,deepseek|auto|zh-CN
"July 20, 2026 July 20, 2026","July 20, 2026 July 20, 2026",c746788444b779b0decb361fa6bd860a,deepseek|auto|zh-CN
Kilo-Org/kilocode - Kilo-Org kilocode,Kilo-Org/kilocode - Kilo-Org/kilocode,263520a8c0eb878b8c9e9894de64667b,deepseek|auto|zh-CN
☆Stal Star,☆Star Star,160fdfcbbaf7a33718fc07dba1681d38,deepseek|auto|zh-CN
9 hours ago ９ hours ago,9 hours ago 9 hours ago,e8a96a549860fe07c584097cab49d0e5,deepseek|auto|zh-CN
"Kilo is the allin-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source Kilo is the all-in-one agentic engineering platform. Build, ship, r with the most popular open source","Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source",cfc6a41a7e074e1e83f075e5c231151c,deepseek|auto|zh-CN
Organization-level enablement for Organization-level enablement for,Organization-level enablement for Organization-level enablement for,dcbfe6b7dd29f34745cae438d8a37ba7,deepseek|auto|zh-CN
and iterate faster,and iterate faster,2df34d2b6914139cd73105fd9681af75,deepseek|auto|zh-CN
coding agent. coding agent.,coding agent. coding agent.,c965546db557f7b1632488733d8bc3e0,deepseek|auto|zh-CN
GitHub Code Quality GitHub Code Quality,GitHub Code Quality GitHub Code Quality,6f91803a573dca58c1dc12fe9d82cdeb,deepseek|auto|zh-CN
"●TypeScript TypeScript ☆20.2k 含20,2水",●TypeScript TypeScript ☆20.2k 含20.2k,d31382fd9d7baf953d08217fd3fd8932,deepseek|auto|zh-CN
Yesterday Yesterday,Yesterday Yesterday,a58fe43b29b7d98a725c89fed0f6b426,deepseek|auto|zh-CN
Copilot usage metrics now include more Copilot usage metrics now include more,Copilot usage metrics now include more Copilot usage metrics now include more,6b6a7cfbdb2d3d5cdd7ffae4674d075c,deepseek|auto|zh-CN
of your active users of your active users,of your active users of your active users,83da56eb700878b208798d3fe002749b,deepseek|auto|zh-CN
View changelog - View changelog -,View changelog - View changelog -,1a2f49d919d1864ff6abab32c11ffd9b,deepseek|auto|zh-CN
Trending repositories · See more へ Trending repositories See more,Trending repositories · See more Trending repositories See more,2f93b9f5e5da70e2337d8f3e7533ef54,deepseek|auto|zh-CN
DietrichGebert/ponytail DietrichGebert/ponytail,DietrichGebert/ponytail DietrichGebert/ponytail,fd5fce942d42be1c6ada34bb4ede8094,deepseek|auto|zh-CN
s☆ Star,s☆ Star,462a6e1b0ca250d545dc19cad7dfc811,deepseek|auto|zh-CN
Makes your AI agent think like the laziest senior dev n the roon The best Code is the code you never wrote,Makes your AI agent think like the laziest senior dev in the room The best Code is the code you never wrote,67f08469d36bb02c634ee7a67e9e9a7c,deepseek|auto|zh-CN
"JavaScript ☆ 25.4k JavaScript 合25,4",JavaScript ☆ 25.4k JavaScript 含25.4k,f10a120e0a23ff7383687f91200962d9,deepseek|auto|zh-CN
omnigent-ai/omnigent Omnigent-ai/omnigent,omnigent-ai/omnigent Omnigent-ai/omnigent,b23ed87e851ca0c50f83416e1212fda6,deepseek|auto|zh-CN
de1s Star,de1s Star,d8e9814c66d076395d9a4fdf056d461c,deepseek|auto|zh-CN
"A meta-harness for all your Al agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents A meta-harness for all your AI I agents over Claude Code, Codex. , Pi, and the agents","A meta-harness for all your AI agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents A meta-harness for all your AI agents. Omnigent provides a common layer over Claude Code, Codex, Pi, and the agents",1753065ccd430eb9f6523f238596e123,deepseek|auto|zh-CN
"you write yourself: swap or combine harnesses without rewriting, keep them in che.. you write yourself. swap or combine harnesses without . rewriting. keep","you write yourself: swap or combine harnesses without rewriting, keep them in check. you write yourself: swap or combine harnesses without rewriting, keep them in check.",7ddc8ee1149d1ab8a723db6705032c34,deepseek|auto|zh-CN
